Salt,Temperature_C,MW_Salt_g_per_mol,RH_Water_Activity,Mass_Fraction_Salt,Mass_Fraction_Water,Mole_Fraction_Water,Mole_Fraction_Water_Ionic_Basis,Molality_m,Activity_Coefficient_Water,Ionic_Strength_m,ln_aw,ln_gammaw,electrolyte,max_molality_original,r_M_angstrom,r_X_angstrom,anion_1_delta_G_hydration,anion_1_diffusion_coefficient,anion_1_molecular_weight,anion_1_n_atoms,anion_1_radius_hydrated,anion_1_viscosity_jones_dole,cation_1_delta_G_hydration,cation_1_diffusion_coefficient,cation_1_molecular_weight,cation_1_n_atoms,cation_1_radius_hydrated,cation_1_viscosity_jones_dole,B_MX_0_original,B_MX_1_original,B_MX_2_original,C_MX_phi_original,electrolyte_type_numeric,cation_type_numeric,anion_type_numeric,solubility_limit,ln_gamma_at_90RH,RH_actual_for_ln_gamma_90,ln_gamma_at_70RH,RH_actual_for_ln_gamma_70,ln_gamma_at_50RH,RH_actual_for_ln_gamma_50,ln_gamma_at_30RH,RH_actual_for_ln_gamma_30
CsBr,30,212.81,0.9462,0.258039068,0.741960932,0.971401361,0.944393006,1.634227053,1.001913392,1.634227053,-0.055301316,0.001911564,CsBr,5,1.7,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0279,0.0139,0,0,11,1,1,-1,0.019471652,0.900054546,,,,,,
CsCl,25,168.363,0.821,0.496976795,0.503023205,0.904392362,0.825471027,5.868153087,0.994583665,5.868153087,-0.19723217,-0.005431056,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.821,0.496976795,0.503023205,0.904392362,0.825471027,5.868153087,0.994583665,5.868153087,-0.19723217,-0.005431056,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.839666667,0.470035169,0.529964832,0.913324561,0.84047594,5.267889385,0.999037125,5.267889385,-0.174750291,-0.000963339,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.839666667,0.470035169,0.529964832,0.913324561,0.84047594,5.267889385,0.999037125,5.267889385,-0.174750291,-0.000963339,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.858333333,0.439869006,0.560130994,0.922485835,0.856124091,4.664306723,1.002580517,4.664306723,-0.152762755,0.002577193,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.858333333,0.439869006,0.560130994,0.922485835,0.856124091,4.664306723,1.002580517,4.664306723,-0.152762755,0.002577193,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.877,0.405814876,0.594185124,0.931897662,0.872479751,4.056575215,1.005180921,4.056575215,-0.131248287,0.005167546,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.877,0.405814876,0.594185124,0.931897662,0.872479751,4.056575215,1.005180921,4.056575215,-0.131248287,0.005167546,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.895666667,0.367099547,0.632900453,0.941563314,0.88957925,3.445099635,1.006843029,3.445099635,-0.110186959,0.006819722,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.895666667,0.367099547,0.632900453,0.941563314,0.88957925,3.445099635,1.006843029,3.445099635,-0.110186959,0.006819722,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.914333333,0.322870152,0.677129848,0.951456351,0.907407481,2.832104567,1.007632572,2.832104567,-0.089560077,0.007603591,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.914333333,0.322870152,0.677129848,0.951456351,0.907407481,2.832104567,1.007632572,2.832104567,-0.089560077,0.007603591,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.933,0.272201023,0.727798978,0.961520922,0.925893397,2.221425001,1.007675401,2.221425001,-0.069350078,0.007646095,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.933,0.272201023,0.727798978,0.961520922,0.925893397,2.221425001,1.007675401,2.221425001,-0.069350078,0.007646095,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.951666667,0.21382251,0.78617749,0.971721128,0.944997661,1.615422632,1.007057166,1.615422632,-0.049540446,0.007032381,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.951666667,0.21382251,0.78617749,0.971721128,0.944997661,1.615422632,1.007057166,1.615422632,-0.049540446,0.007032381,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.970333333,0.144557538,0.855442462,0.98223951,0.965098881,1.00369852,1.005423748,1.00369852,-0.030115624,0.005409092,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.970333333,0.144557538,0.855442462,0.98223951,0.965098881,1.00369852,1.005423748,1.00369852,-0.030115624,0.005409092,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.989,0.047744781,0.952255219,0.994663747,0.989384142,0.297800822,0.999611736,0.297800822,-0.011060947,-0.000388339,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsCl,25,168.363,0.989,0.047744781,0.952255219,0.994663747,0.989384142,0.297800822,0.999611736,0.297800822,-0.011060947,-0.000388339,CsCl,5,1.7,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.03,0.0558,0,0.0004,11,1,1,-1,0.007115058,0.900757576,,,,,,
CsI,30,259.81,0.914,0.315570634,0.684429366,0.969020161,0.939902143,1.774647432,0.97244166,1.774647432,-0.089924708,-0.027945195,CsI,3,1.7,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0244,0.0262,0,-0.0037,11,1,1,-1,,,,,,,,
CsI,30,259.81,0.919155556,0.305666396,0.694333604,0.970379027,0.942462375,1.694430067,0.975270292,1.694430067,-0.084299905,-0.025040624,CsI,3,1.7,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0244,0.0262,0,-0.0037,11,1,1,-1,,,,,,,,
CsI,30,259.81,0.924311111,0.297329961,0.70267004,0.971495946,0.94457182,1.628663539,0.978550378,1.628663539,-0.078706564,-0.021683009,CsI,3,1.7,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0244,0.0262,0,-0.0037,11,1,1,-1,,,,,,,,
CsI,30,259.81,0.929466667,0.289526452,0.710473548,0.972519966,0.946509843,1.568499817,0.981993661,1.568499817,-0.073144334,-0.018170426,CsI,3,1.7,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0244,0.0262,0,-0.0037,11,1,1,-1,,,,,,,,
CsI,30,259.81,0.934622222,0.281509064,0.718490936,0.973551063,0.948465167,1.508048211,0.985404899,1.508048211,-0.067612872,-0.014702657,CsI,3,1.7,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0244,0.0262,0,-0.0037,11,1,1,-1,,,,,,,,
CsI,30,259.81,0.939777778,0.271809611,0.72819039,0.974770953,0.950783589,1.436693088,0.988424484,1.436693088,-0.062111838,-0.011643034,CsI,3,1.7,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0244,0.0262,0,-0.0037,11,1,1,-1,,,,,,,,
CsI,30,259.81,0.944933333,,,,,,,,-0.056640901,,CsI,3,1.7,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0244,0.0262,0,-0.0037,11,1,1,-1,,,,,,,,
CsI,30,259.81,0.950088889,,,,,,,,-0.051199732,,CsI,3,1.7,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0244,0.0262,0,-0.0037,11,1,1,-1,,,,,,,,
CsI,30,259.81,0.955244444,,,,,,,,-0.045788009,,CsI,3,1.7,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0244,0.0262,0,-0.0037,11,1,1,-1,,,,,,,,
CsI,30,259.81,0.9604,,,,,,,,-0.040405415,,CsI,3,1.7,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0244,0.0262,0,-0.0037,11,1,1,-1,,,,,,,,
CuSO4,25,159.61,0.977,0.173468635,0.826531366,0.976859752,0.954766225,1.314926637,1.02328714,5.259706549,-0.023268627,0.023020132,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.977,0.173468635,0.826531366,0.976859752,0.954766225,1.314926637,1.02328714,5.259706549,-0.023268627,0.023020132,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.978922222,0.163683576,0.836316424,0.978386792,0.957688081,1.226236902,1.022172294,4.904947608,-0.021303086,0.021930063,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.978922222,0.163683576,0.836316424,0.978386792,0.957688081,1.226236902,1.022172294,4.904947608,-0.021303086,0.021930063,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.980844444,0.153024322,0.846975678,0.980015349,0.96081382,1.131955693,1.020847561,4.527822771,-0.0193414,0.020633224,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.980844444,0.153024322,0.846975678,0.980015349,0.96081382,1.131955693,1.020847561,4.527822771,-0.0193414,0.020633224,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.982766667,0.141401436,0.858598564,0.981750995,0.964156106,1.031819101,1.019302435,4.127276404,-0.017383556,0.019118506,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.982766667,0.141401436,0.858598564,0.981750995,0.964156106,1.031819101,1.019302435,4.127276404,-0.017383556,0.019118506,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.984688889,0.128743223,0.871256777,0.98359528,0.967720103,0.92580199,1.017534807,3.703207958,-0.015429537,0.017382846,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.984688889,0.128743223,0.871256777,0.98359528,0.967720103,0.92580199,1.017534807,3.703207958,-0.015429537,0.017382846,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.986611111,0.115012947,0.884987053,0.985543611,0.97149924,0.814234909,1.015555207,3.256939635,-0.013479328,0.015435465,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.986611111,0.115012947,0.884987053,0.985543611,0.97149924,0.814234909,1.015555207,3.256939635,-0.013479328,0.015435465,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.988533333,0.100223525,0.899776475,0.987583956,0.975472448,0.697870665,1.013389292,2.791482659,-0.011532916,0.013300448,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.988533333,0.100223525,0.899776475,0.987583956,0.975472448,0.697870665,1.013389292,2.791482659,-0.011532916,0.013300448,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.990455556,0.08443749,0.91556251,0.989697938,0.979605977,0.577812875,1.011075452,2.3112515,-0.009590285,0.011014568,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.990455556,0.08443749,0.91556251,0.989697938,0.979605977,0.577812875,1.011075452,2.3112515,-0.009590285,0.011014568,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.992377778,0.06773921,0.93226079,0.991865522,0.983862316,0.455242302,1.008655135,1.82096921,-0.00765142,0.008617894,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.992377778,0.06773921,0.93226079,0.991865522,0.983862316,0.455242302,1.008655135,1.82096921,-0.00765142,0.008617894,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.9943,0.0501742,0.9498258,0.994073081,0.988216005,0.330960676,1.006156543,1.323842704,-0.005716307,0.006137669,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
CuSO4,25,159.61,0.9943,0.0501742,0.9498258,0.994073081,0.988216005,0.330960676,1.006156543,1.323842704,-0.005716307,0.006137669,CuSO4,1.4,0.73,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-586,1.33e-05,63.546,1,3.58,0.085,0.2358,2.485,-47.35,-0.0012,22,0,1,-1,,,,,,,,
HCl,25,36.5,0.171,0.368227,0.631773001,0.776595931,0.634782857,15.96841102,0.269383456,15.96841102,-1.766091723,-1.311619427,HCl,6,0.3,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1108,9.31e-05,1.00794,1,3.58,0.068,0.1775,0.2945,0,0.0008,11,0,1,-1,-0.024899786,0.896454546,-0.173240819,0.703,-0.421078557,0.501484849,-0.833988379,0.299969697
HCl,25,36.5,0.259666667,0.328330094,0.671669906,0.805629064,0.674521657,13.39250865,0.384964165,13.39250865,-1.348356522,-0.954605027,HCl,6,0.3,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1108,9.31e-05,1.00794,1,3.58,0.068,0.1775,0.2945,0,0.0008,11,0,1,-1,-0.024899786,0.896454546,-0.173240819,0.703,-0.421078557,0.501484849,-0.833988379,0.299969697
HCl,25,36.5,0.348333333,0.293547328,0.706452673,0.82981615,0.709133142,11.38419153,0.49121006,11.38419153,-1.054595403,-0.710883422,HCl,6,0.3,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1108,9.31e-05,1.00794,1,3.58,0.068,0.1775,0.2945,0,0.0008,11,0,1,-1,-0.024899786,0.896454546,-0.173240819,0.703,-0.421078557,0.501484849,-0.833988379,0.299969697
HCl,25,36.5,0.437,0.261155535,0.738844465,0.851457541,0.741337453,9.683967992,0.589475141,9.683967992,-0.827822084,-0.528522729,HCl,6,0.3,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1108,9.31e-05,1.00794,1,3.58,0.068,0.1775,0.2945,0,0.0008,11,0,1,-1,-0.024899786,0.896454546,-0.173240819,0.703,-0.421078557,0.501484849,-0.833988379,0.299969697
HCl,25,36.5,0.525666667,0.229752939,0.770247061,0.871670944,0.772532569,8.172184484,0.680445961,8.172184484,-0.643087981,-0.385006871,HCl,6,0.3,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1108,9.31e-05,1.00794,1,3.58,0.068,0.1775,0.2945,0,0.0008,11,0,1,-1,-0.024899786,0.896454546,-0.173240819,0.703,-0.421078557,0.501484849,-0.833988379,0.299969697
HCl,25,36.5,0.614333333,0.198316315,0.801683685,0.891190381,0.803736156,6.777390872,0.764347017,6.777390872,-0.48721761,-0.268733382,HCl,6,0.3,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1108,9.31e-05,1.00794,1,3.58,0.068,0.1775,0.2945,0,0.0008,11,0,1,-1,-0.024899786,0.896454546,-0.173240819,0.703,-0.421078557,0.501484849,-0.833988379,0.299969697
HCl,25,36.5,0.703,0.16581072,0.83418928,0.910660054,0.835974166,5.445717836,0.840935077,5.445717836,-0.352398387,-0.173240819,HCl,6,0.3,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1108,9.31e-05,1.00794,1,3.58,0.068,0.1775,0.2945,0,0.0008,11,0,1,-1,-0.024899786,0.896454546,-0.173240819,0.703,-0.421078557,0.501484849,-0.833988379,0.299969697
HCl,25,36.5,0.791666667,0.130785425,0.869214575,0.930870559,0.870680877,4.12229894,0.909250091,4.12229894,-0.233614851,-0.095135095,HCl,6,0.3,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1108,9.31e-05,1.00794,1,3.58,0.068,0.1775,0.2945,0,0.0008,11,0,1,-1,-0.024899786,0.896454546,-0.173240819,0.703,-0.421078557,0.501484849,-0.833988379,0.299969697
HCl,25,36.5,0.880333333,0.090342515,0.909657485,0.95327248,0.910716935,2.720955346,0.966637711,2.720955346,-0.127454655,-0.033931507,HCl,6,0.3,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1108,9.31e-05,1.00794,1,3.58,0.068,0.1775,0.2945,0,0.0008,11,0,1,-1,-0.024899786,0.896454546,-0.173240819,0.703,-0.421078557,0.501484849,-0.833988379,0.299969697
HCl,25,36.5,0.969,0.033809699,0.966190302,0.983022126,0.966611123,0.958706693,1.002471394,0.958706693,-0.031490667,0.002468345,HCl,6,0.3,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1108,9.31e-05,1.00794,1,3.58,0.068,0.1775,0.2945,0,0.0008,11,0,1,-1,-0.024899786,0.896454546,-0.173240819,0.703,-0.421078557,0.501484849,-0.833988379,0.299969697
K2SO4,25,174.26,0.974,0.113049209,0.886950791,0.986994729,0.961973284,0.731425828,1.012502131,2.194277485,-0.026343975,0.012424625,K2SO4,0.7,1.38,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-356,1.96e-05,39.0983,1,3.31,-0.009,0.05,0.7793,0,0,12,1,1,12,,,,,,,,
K2SO4,25,174.26,0.9762,0.10334499,0.89665501,0.98822512,0.965488106,0.661403274,1.011094796,1.984209821,-0.024087796,0.0110337,K2SO4,0.7,1.38,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-356,1.96e-05,39.0983,1,3.31,-0.009,0.05,0.7793,0,0,12,1,1,12,,,,,,,,
K2SO4,25,174.26,0.9784,0.093742145,0.906257855,0.989419646,0.968916684,0.593588386,1.009787546,1.780765158,-0.021836695,0.009739958,K2SO4,0.7,1.38,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-356,1.96e-05,39.0983,1,3.31,-0.009,0.05,0.7793,0,0,12,1,1,12,,,,,,,,
K2SO4,25,174.26,0.9806,0.084145029,0.915854971,0.990591231,0.972295033,0.527234775,1.008541612,1.581704325,-0.01959065,0.008505339,K2SO4,0.7,1.38,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-356,1.96e-05,39.0983,1,3.31,-0.009,0.05,0.7793,0,0,12,1,1,12,,,,,,,,
K2SO4,25,174.26,0.9828,0.074491926,0.925508074,0.991747856,0.97564552,0.461882258,1.007333073,1.385646774,-0.017349638,0.007306317,K2SO4,0.7,1.38,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-356,1.96e-05,39.0983,1,3.31,-0.009,0.05,0.7793,0,0,12,1,1,12,,,,,,,,
K2SO4,25,174.26,0.985,0.064751841,0.935248159,0.992893358,0.978978855,0.397308216,1.006150435,1.191924649,-0.015113638,0.006131598,K2SO4,0.7,1.38,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-356,1.96e-05,39.0983,1,3.31,-0.009,0.05,0.7793,0,0,12,1,1,12,,,,,,,,
K2SO4,25,174.26,0.9872,0.054926746,0.945073254,0.994027538,0.98229411,0.333519085,1.004994319,1.000557255,-0.012882626,0.004981888,K2SO4,0.7,1.38,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-356,1.96e-05,39.0983,1,3.31,-0.009,0.05,0.7793,0,0,12,1,1,12,,,,,,,,
K2SO4,25,174.26,0.9894,0.045055667,0.954944333,0.995146056,0.985578174,0.270753236,1.00387775,0.812259707,-0.01065658,0.003870251,K2SO4,0.7,1.38,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-356,1.96e-05,39.0983,1,3.31,-0.009,0.05,0.7793,0,0,12,1,1,12,,,,,,,,
K2SO4,25,174.26,0.9916,0.035216167,0.964783834,0.996240649,0.988806111,0.209466391,1.002825518,0.628399174,-0.008435479,0.002821534,K2SO4,0.7,1.38,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-356,1.96e-05,39.0983,1,3.31,-0.009,0.05,0.7793,0,0,12,1,1,12,,,,,,,,
K2SO4,25,174.26,0.9938,0.025518266,0.974481734,0.997300148,0.991943945,0.150272584,1.001871129,0.450817752,-0.0062193,0.00186938,K2SO4,0.7,1.38,2.4,-887,1.07e-05,96.0626,5,3.79,0.206,-356,1.96e-05,39.0983,1,3.31,-0.009,0.05,0.7793,0,0,12,1,1,12,,,,,,,,
KBr,30,119,0.834,0.340007033,0.659992967,0.927652857,0.865067682,4.329140005,0.964086415,4.329140005,-0.181521877,-0.036574347,KBr,5.5,1.38,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-356,1.96e-05,39.0983,1,3.31,-0.009,0.0569,0.2212,0,-0.0018,11,1,1,68,0.000947612,0.900068687,,,,,,
KBr,30,119,0.846977778,0.332607091,0.667392909,0.929846629,0.868890997,4.18796414,0.974780243,4.18796414,-0.166080821,-0.025543225,KBr,5.5,1.38,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-356,1.96e-05,39.0983,1,3.31,-0.009,0.0569,0.2212,0,-0.0018,11,1,1,68,0.000947612,0.900068687,,,,,,
KBr,30,119,0.859955556,0.323679054,0.676320946,0.932442855,0.873436012,4.021747466,0.984566178,4.021747466,-0.150874571,-0.015554163,KBr,5.5,1.38,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-356,1.96e-05,39.0983,1,3.31,-0.009,0.0569,0.2212,0,-0.0018,11,1,1,68,0.000947612,0.900068687,,,,,,
KBr,30,119,0.872933333,0.312338228,0.687661773,0.935663525,0.879105007,3.816834223,0.992979594,3.816834223,-0.135896091,-0.007045165,KBr,5.5,1.38,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-356,1.96e-05,39.0983,1,3.31,-0.009,0.0569,0.2212,0,-0.0018,11,1,1,68,0.000947612,0.900068687,,,,,,
