Component,Chemical Formula,salt,property_type,Concentration,Temperature,Property,"Property
Value",Concentration 2
,,NaCl,activity_coeff,1.0000,303.1500,,0.6592,
,,NaCl,activity_coeff,1.0000,308.1500,,0.6592,
,,NaCl,activity_coeff,2.0000,298.1500,,0.6689,
,,NaCl,activity_coeff,2.0000,303.1500,,0.6723,
,,NaCl,activity_coeff,2.0000,308.1500,,0.6751,
,,NaCl,activity_coeff,3.0000,298.1500,,0.7146,
,,NaCl,activity_coeff,3.0000,303.1500,,0.7197,
,,NaCl,activity_coeff,3.0000,308.1500,,0.7241,
,,NaCl,activity_coeff,4.0000,298.1500,,0.7840,
,,NaCl,activity_coeff,4.0000,303.1500,,0.7903,
,,NaCl,activity_coeff,4.0000,308.1500,,0.7954,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0130,298.2000,,0.8914,
,,NaCl,activity_coeff,0.0670,298.2000,,0.8039,
,,NaCl,activity_coeff,0.1330,298.2000,,0.7617,
,,NaCl,activity_coeff,0.3330,298.2000,,0.7081,
,,NaCl,activity_coeff,0.6660,298.2000,,0.6738,
,,NaCl,activity_coeff,1.0000,298.2000,,0.6555,
,,NaCl,activity_coeff,1.3330,298.2000,,0.6423,
,,NaCl,activity_coeff,1.6660,298.2000,,0.6312,
,,NaCl,activity_coeff,2.0000,298.2000,,0.6212,
,,NaCl,activity_coeff,2.3330,298.2000,,0.6122,
,,NaCl,activity_coeff,2.6660,298.2000,,0.6038,
,,NaCl,activity_coeff,3.3330,298.2000,,0.5890,
,,NaCl,activity_coeff,4.0000,298.2000,,0.5768,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0100,273.1500,,0.9050,
,,NaCl,activity_coeff,0.0100,283.1500,,0.9050,
,,NaCl,activity_coeff,0.0100,298.1500,,0.9030,
,,NaCl,activity_coeff,0.0100,323.1500,,0.9000,
,,NaCl,activity_coeff,0.0300,273.1500,,0.8540,
,,NaCl,activity_coeff,0.0300,283.1500,,0.8530,
,,NaCl,activity_coeff,0.0300,298.1500,,0.8520,
,,NaCl,activity_coeff,0.0300,323.1500,,0.8480,
,,NaCl,activity_coeff,0.0500,273.1500,,0.8240,
,,NaCl,activity_coeff,0.0500,283.1500,,0.8240,
,,NaCl,activity_coeff,0.0500,298.1500,,0.8220,
,,NaCl,activity_coeff,0.0500,323.1500,,0.8185,
,,NaCl,activity_coeff,0.0700,273.1500,,0.8030,
,,NaCl,activity_coeff,0.0700,283.1500,,0.8030,
,,NaCl,activity_coeff,0.0700,298.1500,,0.8020,
,,NaCl,activity_coeff,0.0700,323.1500,,0.7980,
,,NaCl,activity_coeff,0.1000,273.1500,,0.7800,
,,NaCl,activity_coeff,0.1000,283.1500,,0.7810,
,,NaCl,activity_coeff,0.1000,298.1500,,0.7800,
,,NaCl,activity_coeff,0.1000,323.1500,,0.7745,
,,NaCl,activity_coeff,0.2000,273.1500,,0.7320,
,,NaCl,activity_coeff,0.2000,283.1500,,0.7350,
,,NaCl,activity_coeff,0.2000,298.1500,,0.7350,
,,NaCl,activity_coeff,0.2000,323.1500,,0.7280,
,,NaCl,activity_coeff,0.5000,273.1500,,0.6720,
,,NaCl,activity_coeff,0.5000,283.1500,,0.6780,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6820,
,,NaCl,activity_coeff,0.5000,323.1500,,0.6740,
,,NaCl,activity_coeff,0.7000,273.1500,,0.6530,
,,NaCl,activity_coeff,0.7000,283.1500,,0.6610,
,,NaCl,activity_coeff,0.7000,298.1500,,0.6670,
,,NaCl,activity_coeff,0.7000,323.1500,,0.6615,
,,NaCl,activity_coeff,1.0000,273.1500,,0.6370,
,,NaCl,activity_coeff,1.0000,283.1500,,0.6480,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6570,
,,NaCl,activity_coeff,1.0000,323.1500,,0.6540,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0163,298.1500,,0.8810,
,,NaCl,activity_coeff,0.0373,298.1500,,0.8340,
,,NaCl,activity_coeff,0.0602,298.1500,,0.8060,
,,NaCl,activity_coeff,0.0845,298.1500,,0.7850,
,,NaCl,activity_coeff,0.1027,298.1500,,0.7730,
,,NaCl,activity_coeff,0.3074,298.1500,,0.7010,
,,NaCl,activity_coeff,0.4048,298.1500,,0.6870,
,,NaCl,activity_coeff,0.5089,298.1500,,0.6740,
,,NaCl,activity_coeff,0.6107,298.1500,,0.6670,
,,NaCl,activity_coeff,0.8174,298.1500,,0.6550,
,,NaCl,activity_coeff,1.0910,298.1500,,0.6500,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0609,298.1500,,0.7960,
,,NaCl,activity_coeff,0.1439,298.1500,,0.7640,
,,NaCl,activity_coeff,0.1754,298.1500,,0.7360,
,,NaCl,activity_coeff,0.2121,298.1500,,0.7280,
,,NaCl,activity_coeff,0.2283,298.1500,,0.7350,
,,NaCl,activity_coeff,0.3000,298.1500,,0.7090,
,,NaCl,activity_coeff,0.3001,298.1500,,0.7050,
,,NaCl,activity_coeff,0.3228,298.1500,,0.7040,
,,NaCl,activity_coeff,0.4385,298.1500,,0.6870,
,,NaCl,activity_coeff,0.5779,298.1500,,0.6750,
,,NaCl,activity_coeff,0.7290,298.1500,,0.6660,
,,NaCl,activity_coeff,0.8114,298.1500,,0.6650,
,,NaCl,activity_coeff,0.9682,298.1500,,0.6600,
,,NaCl,activity_coeff,1.0082,298.1500,,0.6410,
,,NaCl,activity_coeff,1.2154,298.1500,,0.6510,
,,NaCl,activity_coeff,1.4191,298.1500,,0.6540,
,,NaCl,activity_coeff,1.5120,298.1500,,0.6570,
,,NaCl,activity_coeff,1.8234,298.1500,,0.6660,
,,NaCl,activity_coeff,2.0188,298.1500,,0.6700,
,,NaCl,activity_coeff,2.4032,298.1500,,0.6860,
,,NaCl,activity_coeff,2.4660,298.1500,,0.6860,
,,NaCl,activity_coeff,2.8481,298.1500,,0.7060,
,,NaCl,activity_coeff,3.0598,298.1500,,0.7220,
,,NaCl,activity_coeff,3.3892,298.1500,,0.7370,
,,NaCl,activity_coeff,3.5127,298.1500,,0.7470,
,,NaCl,activity_coeff,3.8481,298.1500,,0.7770,
,,NaCl,activity_coeff,4.5920,298.1500,,0.8330,
,,NaCl,activity_coeff,5.3276,298.1500,,0.8910,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0199,298.1500,,0.8730,
,,NaCl,activity_coeff,0.0388,298.1500,,0.8390,
,,NaCl,activity_coeff,0.0450,298.1500,,0.8290,
,,NaCl,activity_coeff,0.0563,298.1500,,0.8140,
,,NaCl,activity_coeff,0.1000,298.1500,,0.7750,
,,NaCl,activity_coeff,0.1031,298.1500,,0.7720,
,,NaCl,activity_coeff,0.1339,298.1500,,0.7520,
,,NaCl,activity_coeff,0.2039,298.1500,,0.7290,
,,NaCl,activity_coeff,0.3519,298.1500,,0.7000,
,,NaCl,activity_coeff,0.4687,298.1500,,0.6850,
,,NaCl,activity_coeff,0.5978,298.1500,,0.6730,
,,NaCl,activity_coeff,0.8146,298.1500,,0.6460,
,,NaCl,activity_coeff,1.5150,298.1500,,0.6600,
,,NaCl,activity_coeff,2.3469,298.1500,,0.6740,
,,NaCl,activity_coeff,3.3646,298.1500,,0.7270,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0627,298.1500,,0.8090,
,,NaCl,activity_coeff,0.1283,298.1500,,0.7620,
,,NaCl,activity_coeff,0.3550,298.1500,,0.6950,
,,NaCl,activity_coeff,0.5410,298.1500,,0.6740,
,,NaCl,activity_coeff,0.8378,298.1500,,0.6580,
,,NaCl,activity_coeff,1.0490,298.1500,,0.6560,
,,NaCl,activity_coeff,2.0101,298.1500,,0.6690,
,,NaCl,activity_coeff,2.9944,298.1500,,0.7180,
,,NaCl,activity_coeff,4.1197,298.1500,,0.7980,
,,NaCl,activity_coeff,5.0308,298.1500,,0.8670,
,,NaCl,activity_coeff,6.0100,298.1500,,0.9860,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0050,298.1500,,0.9283,
,,NaCl,activity_coeff,0.0070,298.1500,,0.9171,
,,NaCl,activity_coeff,0.0100,298.1500,,0.9034,
,,NaCl,activity_coeff,0.0200,298.1500,,0.8726,
,,NaCl,activity_coeff,0.0300,298.1500,,0.8513,
,,NaCl,activity_coeff,0.0400,298.1500,,0.8354,
,,NaCl,activity_coeff,0.0500,298.1500,,0.8221,
,,NaCl,activity_coeff,0.0600,298.1500,,0.8119,
,,NaCl,activity_coeff,0.0800,298.1500,,0.7940,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0016,288.1500,,0.9576,
,,NaCl,activity_coeff,0.0016,298.1500,,0.9570,
,,NaCl,activity_coeff,0.0016,308.1500,,0.9563,
,,NaCl,activity_coeff,0.0016,318.1500,,0.9554,
,,NaCl,activity_coeff,0.0064,288.1500,,0.9211,
,,NaCl,activity_coeff,0.0064,298.1500,,0.9198,
,,NaCl,activity_coeff,0.0064,308.1500,,0.9185,
,,NaCl,activity_coeff,0.0064,318.1500,,0.9171,
,,NaCl,activity_coeff,0.0144,288.1500,,0.8892,
,,NaCl,activity_coeff,0.0144,298.1500,,0.8878,
,,NaCl,activity_coeff,0.0144,308.1500,,0.8859,
,,NaCl,activity_coeff,0.0144,318.1500,,0.8839,
,,NaCl,activity_coeff,0.0256,288.1500,,0.8614,
,,NaCl,activity_coeff,0.0256,298.1500,,0.8598,
,,NaCl,activity_coeff,0.0256,308.1500,,0.8576,
,,NaCl,activity_coeff,0.0256,318.1500,,0.8551,
,,NaCl,activity_coeff,0.0400,288.1500,,0.8368,
,,NaCl,activity_coeff,0.0400,298.1500,,0.8352,
,,NaCl,activity_coeff,0.0400,308.1500,,0.8327,
,,NaCl,activity_coeff,0.0400,318.1500,,0.8297,
,,NaCl,activity_coeff,0.0576,288.1500,,0.8149,
,,NaCl,activity_coeff,0.0576,298.1500,,0.8134,
,,NaCl,activity_coeff,0.0576,308.1500,,0.8108,
,,NaCl,activity_coeff,0.0576,318.1500,,0.8074,
,,NaCl,activity_coeff,0.0784,288.1500,,0.7956,
,,NaCl,activity_coeff,0.0784,298.1500,,0.7940,
,,NaCl,activity_coeff,0.0784,308.1500,,0.7914,
,,NaCl,activity_coeff,0.0784,318.1500,,0.7876,
,,NaCl,activity_coeff,0.1024,288.1500,,0.7782,
,,NaCl,activity_coeff,0.1024,298.1500,,0.7768,
,,NaCl,activity_coeff,0.1024,308.1500,,0.7741,
,,NaCl,activity_coeff,0.1024,318.1500,,0.7702,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.1000,298.1500,,0.7760,
,,NaCl,activity_coeff,0.1000,313.1500,,0.7730,
,,NaCl,activity_coeff,0.2000,283.1500,,0.7370,
,,NaCl,activity_coeff,0.2000,298.1500,,0.7350,
,,NaCl,activity_coeff,0.2000,313.1500,,0.7310,
,,NaCl,activity_coeff,0.4000,283.1500,,0.6900,
,,NaCl,activity_coeff,0.4000,298.1500,,0.6920,
,,NaCl,activity_coeff,0.4000,313.1500,,0.6920,
,,NaCl,activity_coeff,0.6000,283.1500,,0.6650,
,,NaCl,activity_coeff,0.6000,298.1500,,0.6740,
,,NaCl,activity_coeff,0.6000,313.1500,,0.6720,
,,NaCl,activity_coeff,0.8000,298.1500,,0.6630,
,,NaCl,activity_coeff,1.0000,283.1500,,0.6460,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6580,
,,NaCl,activity_coeff,1.0000,313.1500,,0.6590,
,,NaCl,activity_coeff,1.2000,283.1500,,0.6430,
,,NaCl,activity_coeff,1.2000,298.1500,,0.6550,
,,NaCl,activity_coeff,1.2000,313.1500,,0.6580,
,,NaCl,activity_coeff,1.4000,283.1500,,0.6420,
,,NaCl,activity_coeff,1.4000,298.1500,,0.6560,
,,NaCl,activity_coeff,1.4000,313.1500,,0.6600,
,,NaCl,activity_coeff,1.6000,283.1500,,0.6440,
,,NaCl,activity_coeff,1.6000,298.1500,,0.6580,
,,NaCl,activity_coeff,1.6000,313.1500,,0.6630,
,,NaCl,activity_coeff,1.8000,283.1500,,0.6470,
,,NaCl,activity_coeff,1.8000,298.1500,,0.6630,
,,NaCl,activity_coeff,1.8000,313.1500,,0.6710,
,,NaCl,activity_coeff,2.0000,298.1500,,0.6690,
,,NaCl,activity_coeff,2.0000,313.1500,,0.6780,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0100,298.1500,,0.9030,
,,NaCl,activity_coeff,0.0500,298.1500,,0.8220,
,,NaCl,activity_coeff,0.1001,298.1500,,0.7790,
,,NaCl,activity_coeff,0.4998,298.1500,,0.6820,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6560,
,,NaCl,activity_coeff,1.5000,298.1500,,0.6560,
,,NaCl,activity_coeff,2.0000,298.1500,,0.6680,
,,NaCl,activity_coeff,2.5000,298.1500,,0.6880,
,,NaCl,activity_coeff,3.0000,298.1500,,0.7140,
,,NaCl,activity_coeff,3.9990,298.1500,,0.7830,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.1004,308.1500,,0.7827,
,,NaCl,activity_coeff,0.3005,308.1500,,0.7018,
,,NaCl,activity_coeff,0.6001,308.1500,,0.6648,
,,NaCl,activity_coeff,0.9001,308.1500,,0.6504,
,,NaCl,activity_coeff,1.2005,308.1500,,0.6358,
,,NaCl,activity_coeff,1.5002,308.1500,,0.6471,
,,NaCl,activity_coeff,1.8003,308.1500,,0.6525,
,,NaCl,activity_coeff,2.1004,308.1500,,0.6611,
,,NaCl,activity_coeff,2.4002,308.1500,,0.6724,
,,NaCl,activity_coeff,2.7008,308.1500,,0.6861,
,,NaCl,activity_coeff,3.0004,308.1500,,0.7019,
,,NaCl,activity_coeff,3.3002,308.1500,,0.7197,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.1000,298.1500,,0.7784,
,,NaCl,activity_coeff,0.2000,298.1500,,0.7347,
,,NaCl,activity_coeff,0.3000,298.1500,,0.7097,
,,NaCl,activity_coeff,0.4000,298.1500,,0.6928,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6811,
,,NaCl,activity_coeff,0.6000,298.1500,,0.6727,
,,NaCl,activity_coeff,0.7000,298.1500,,0.6668,
,,NaCl,activity_coeff,0.8000,298.1500,,0.6624,
,,NaCl,activity_coeff,0.9000,298.1500,,0.6592,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6569,
,,NaCl,activity_coeff,1.2000,298.1500,,0.6543,
,,NaCl,activity_coeff,1.4000,298.1500,,0.6545,
,,NaCl,activity_coeff,1.6000,298.1500,,0.6574,
,,NaCl,activity_coeff,1.8000,298.1500,,0.6619,
,,NaCl,activity_coeff,2.0000,298.1500,,0.6676,
,,NaCl,activity_coeff,2.2000,298.1500,,0.6747,
,,NaCl,activity_coeff,2.4000,298.1500,,0.6830,
,,NaCl,activity_coeff,2.6000,298.1500,,0.6921,
,,NaCl,activity_coeff,2.8000,298.1500,,0.7024,
,,NaCl,activity_coeff,3.0000,298.1500,,0.7137,
,,NaCl,activity_coeff,3.2000,298.1500,,0.7258,
,,NaCl,activity_coeff,3.4000,298.1500,,0.7386,
,,NaCl,activity_coeff,3.6000,298.1500,,0.7527,
,,NaCl,activity_coeff,3.8000,298.1500,,0.7677,
,,NaCl,activity_coeff,4.0000,298.1500,,0.7832,
,,NaCl,activity_coeff,4.2000,298.1500,,0.7997,
,,NaCl,activity_coeff,4.4000,298.1500,,0.8170,
,,NaCl,activity_coeff,4.6000,298.1500,,0.8352,
,,NaCl,activity_coeff,4.8000,298.1500,,0.8541,
,,NaCl,activity_coeff,5.0000,298.1500,,0.8740,
,,NaCl,activity_coeff,5.2000,298.1500,,0.8947,
,,NaCl,activity_coeff,5.4000,298.1500,,0.9162,
,,NaCl,activity_coeff,5.6000,298.1500,,0.9389,
,,NaCl,activity_coeff,5.8000,298.1500,,0.9623,
,,NaCl,activity_coeff,6.0000,298.1500,,0.9863,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6801,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6577,
,,NaCl,activity_coeff,2.0000,298.1500,,0.6680,
,,NaCl,activity_coeff,3.0000,298.1500,,0.7140,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6830,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6580,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0101,298.1500,,0.8709,
,,NaCl,activity_coeff,0.0500,298.1500,,0.8077,
,,NaCl,activity_coeff,0.0999,298.1500,,0.7552,
,,NaCl,activity_coeff,0.2001,298.1500,,0.7241,
,,NaCl,activity_coeff,0.3001,298.1500,,0.6973,
,,NaCl,activity_coeff,0.3995,298.1500,,0.6800,
,,NaCl,activity_coeff,0.4993,298.1500,,0.6711,
,,NaCl,activity_coeff,0.6001,298.1500,,0.6606,
,,NaCl,activity_coeff,0.7000,298.1500,,0.6646,
,,NaCl,activity_coeff,0.7997,298.1500,,0.6616,
,,NaCl,activity_coeff,0.8998,298.1500,,0.6581,
,,NaCl,activity_coeff,0.9998,298.1500,,0.6565,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0200,298.1500,,0.8660,
,,NaCl,activity_coeff,0.0400,298.1500,,0.8240,
,,NaCl,activity_coeff,0.0600,298.1500,,0.7950,
,,NaCl,activity_coeff,0.0800,298.1500,,0.7720,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0100,298.1500,,0.9020,
,,NaCl,activity_coeff,0.0250,298.1500,,0.8590,
,,NaCl,activity_coeff,0.0500,298.1500,,0.8200,
,,NaCl,activity_coeff,0.1089,298.1500,,0.7700,
,,NaCl,activity_coeff,0.5012,298.1500,,0.6780,
,,NaCl,activity_coeff,1.0127,298.1500,,0.6540,
,,NaCl,activity_coeff,1.5739,298.1500,,0.6560,
,,NaCl,activity_coeff,2.3815,298.1500,,0.6810,
,,NaCl,activity_coeff,3.0063,298.1500,,0.7130,
,,NaCl,activity_coeff,3.5037,298.1500,,0.7450,
,,NaCl,activity_coeff,4.0009,298.1500,,0.7830,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0010,298.1500,,0.9660,
,,NaCl,activity_coeff,0.0050,298.1500,,0.9280,
,,NaCl,activity_coeff,0.0100,298.1500,,0.9030,
,,NaCl,activity_coeff,0.0500,298.1500,,0.8210,
,,NaCl,activity_coeff,0.1000,298.1500,,0.7780,
,,NaCl,activity_coeff,0.2000,298.1500,,0.7320,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6780,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6560,
,,NaCl,activity_coeff,1.5000,298.1500,,0.6580,
,,NaCl,activity_coeff,2.0000,298.1500,,0.6700,
,,NaCl,activity_coeff,2.5000,298.1500,,0.6900,
,,NaCl,activity_coeff,3.0000,298.1500,,0.7140,
,,NaCl,activity_coeff,3.5000,298.1500,,0.7490,
,,NaCl,activity_coeff,4.0000,298.1500,,0.7790,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0010,298.1500,,0.9760,
,,NaCl,activity_coeff,0.0050,298.1500,,0.9320,
,,NaCl,activity_coeff,0.0100,298.1500,,0.8970,
,,NaCl,activity_coeff,0.0200,298.1500,,0.8450,
,,NaCl,activity_coeff,0.0300,298.1500,,0.8150,
,,NaCl,activity_coeff,0.0400,298.1500,,0.7950,
,,NaCl,activity_coeff,0.0499,298.1500,,0.7800,
,,NaCl,activity_coeff,0.0599,298.1500,,0.7670,
,,NaCl,activity_coeff,0.0699,298.1500,,0.7580,
,,NaCl,activity_coeff,0.0792,298.1500,,0.7490,
,,NaCl,activity_coeff,0.0883,298.1500,,0.7420,
,,NaCl,activity_coeff,0.0982,298.1500,,0.7350,
,,NaCl,activity_coeff,0.1954,298.1500,,0.6920,
,,NaCl,activity_coeff,0.4918,298.1500,,0.6390,
,,NaCl,activity_coeff,1.0003,298.1500,,0.6020,
,,NaCl,activity_coeff,2.0891,298.1500,,0.5670,
,,NaCl,activity_coeff,3.3169,298.1500,,0.5480,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6812,
,,NaCl,activity_coeff,0.5000,308.1500,,0.6494,
,,NaCl,activity_coeff,0.5000,318.1500,,0.6476,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6572,
,,NaCl,activity_coeff,1.0000,308.1500,,0.6066,
,,NaCl,activity_coeff,1.0000,318.1500,,0.6060,
,,NaCl,activity_coeff,2.0000,298.1500,,0.6685,
,,NaCl,activity_coeff,2.0000,308.1500,,0.5794,
,,NaCl,activity_coeff,2.0000,318.1500,,0.5814,
,,NaCl,activity_coeff,3.0000,298.1500,,0.7135,
,,NaCl,activity_coeff,3.0000,308.1500,,0.5781,
,,NaCl,activity_coeff,3.0000,318.1500,,0.5821,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0200,298.1500,,0.8710,
,,NaCl,activity_coeff,0.0500,298.1500,,0.8180,
,,NaCl,activity_coeff,0.2000,298.1500,,0.7270,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6730,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0101,303.2000,,0.9013,
,,NaCl,activity_coeff,0.0130,298.2000,,0.8912,
,,NaCl,activity_coeff,0.0502,303.2000,,0.8197,
,,NaCl,activity_coeff,0.0670,298.2000,,0.8024,
,,NaCl,activity_coeff,0.0993,303.2000,,0.7772,
,,NaCl,activity_coeff,0.1330,298.2000,,0.7584,
,,NaCl,activity_coeff,0.2495,303.2000,,0.7194,
,,NaCl,activity_coeff,0.3330,298.2000,,0.7012,
,,NaCl,activity_coeff,0.4993,303.2000,,0.6822,
,,NaCl,activity_coeff,0.6660,298.2000,,0.6671,
,,NaCl,activity_coeff,0.7496,303.2000,,0.6668,
,,NaCl,activity_coeff,0.9996,303.2000,,0.6608,
,,NaCl,activity_coeff,1.0000,298.2000,,0.6555,
,,NaCl,activity_coeff,1.2493,303.2000,,0.6604,
,,NaCl,activity_coeff,1.3330,298.2000,,0.6539,
,,NaCl,activity_coeff,1.4996,303.2000,,0.6637,
,,NaCl,activity_coeff,1.6660,298.2000,,0.6584,
,,NaCl,activity_coeff,1.7486,303.2000,,0.6700,
,,NaCl,activity_coeff,1.9991,303.2000,,0.6788,
,,NaCl,activity_coeff,2.0000,298.2000,,0.6673,
,,NaCl,activity_coeff,2.3330,298.2000,,0.6796,
,,NaCl,activity_coeff,2.4994,303.2000,,0.7024,
,,NaCl,activity_coeff,2.6660,298.2000,,0.6950,
,,NaCl,activity_coeff,2.9997,303.2000,,0.7332,
,,NaCl,activity_coeff,3.3330,298.2000,,0.7336,
,,NaCl,activity_coeff,3.4999,303.2000,,0.7707,
,,NaCl,activity_coeff,4.0000,298.2000,,0.7821,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0010,298.2000,,0.9651,
,,NaCl,activity_coeff,0.0100,298.2000,,0.9023,
,,NaCl,activity_coeff,0.0100,308.1500,,0.9645,
,,NaCl,activity_coeff,0.0500,298.2000,,0.8204,
,,NaCl,activity_coeff,0.0500,308.1500,,0.9009,
,,NaCl,activity_coeff,0.1000,298.2000,,0.7768,
,,NaCl,activity_coeff,0.1000,308.1500,,0.8186,
,,NaCl,activity_coeff,0.2500,298.2000,,0.7182,
,,NaCl,activity_coeff,0.2500,308.1500,,0.7753,
,,NaCl,activity_coeff,0.5000,298.2000,,0.6796,
,,NaCl,activity_coeff,0.5000,308.1500,,0.7178,
,,NaCl,activity_coeff,0.7500,298.2000,,0.6628,
,,NaCl,activity_coeff,0.7500,308.1500,,0.6807,
,,NaCl,activity_coeff,1.0000,298.2000,,0.6555,
,,NaCl,activity_coeff,1.0000,308.1500,,0.6654,
,,NaCl,activity_coeff,1.2500,298.2000,,0.6537,
,,NaCl,activity_coeff,1.2500,308.1500,,0.6592,
,,NaCl,activity_coeff,1.5000,298.2000,,0.6559,
,,NaCl,activity_coeff,1.5000,308.1500,,0.6585,
,,NaCl,activity_coeff,1.7500,298.2000,,0.6603,
,,NaCl,activity_coeff,1.7500,308.1500,,0.6614,
,,NaCl,activity_coeff,2.0000,298.2000,,0.6673,
,,NaCl,activity_coeff,2.0000,308.1500,,0.6670,
,,NaCl,activity_coeff,2.2500,298.2000,,0.6763,
,,NaCl,activity_coeff,2.2500,308.1500,,0.6748,
,,NaCl,activity_coeff,2.5000,298.2000,,0.6870,
,,NaCl,activity_coeff,2.5000,308.1500,,0.6846,
,,NaCl,activity_coeff,2.7500,298.2000,,0.6993,
,,NaCl,activity_coeff,2.7500,308.1500,,0.6959,
,,NaCl,activity_coeff,3.0000,308.1500,,0.7088,
,,NaCl,activity_coeff,3.5000,308.1500,,0.7231,
,,NaCl,activity_coeff,4.0000,308.1500,,0.7557,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0500,298.1500,,0.8152,
,,NaCl,activity_coeff,0.1000,298.1500,,0.7732,
,,NaCl,activity_coeff,0.2000,298.1500,,0.7313,
,,NaCl,activity_coeff,0.3000,298.1500,,0.7085,
,,NaCl,activity_coeff,0.4000,298.1500,,0.6938,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6835,
,,NaCl,activity_coeff,0.6000,298.1500,,0.6760,
,,NaCl,activity_coeff,0.7000,298.1500,,0.6704,
,,NaCl,activity_coeff,0.8000,298.1500,,0.6663,
,,NaCl,activity_coeff,0.9000,298.1500,,0.6632,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6611,
,,NaCl,activity_coeff,1.1000,298.1500,,0.6597,
